S.No,System,Question,1,2,3,4,,Ans,Explanation
4571,Special senses,"Tasts buds, not true is:","In man tortal number is about 10,000",Number decreases in old age,Present in maximum number in filiform papillae,All the cells within are sensory,,3,
4572,Special senses,Substentacular cells in tasts buds are:,Gustatory receptors,Taste receptors,Supporting cells,Taste cells,,3,
4573,Special senses,Taste receptors show the following properties excpet:,Non-specificity for various modalities of taste,Rapid adaptation,Rapid renewal of cells,Make permanent chemical bonds with stimulation substances,,4,
4574,Special senses,The taste sensation from anterior 2/3rd of tongue passes via all except:,Glossopharyngeal nerve,Lingual nerve,Chorda tympani,Facial nerve,,1,
4575,Special senses,False of taste pathways:,Taste sensitive from anterior 2/3 rd of the tongue run in the VII neve,IX nerve convey tasts sensation form posterior 1/3rd of the tongue,Tasts from epiglottis and pharynx run in X nerve,It has two chain of neurons,,4,
4576,Special senses,Nerve fibers which convey taste sensation run into medulla to rellay in:,Necleus ambiguus,Dorsal motor nucleus of vagus,Necleus of tractus solitarius,All of the above,,3,
4577,Special senses,False stattement regarding taste pathways:,General sensation different regions of the tongue run in the corresponding nerves that convey taste,All afferent from the tongue both of the same pathway to the thalamus and sensory cortex,A three neuronal pathway,Destruction  of post central gyrus reduces the taste sensibility,,1,
4578,Special senses,Which one of the following statement is most correct?,Tastre buds are sensitive to all taste modalities,There are over ten well defined distinct tasts modalities,Tasts projection is at the foot of the post central gyrus,Taste projection is in area SI,,3,
4579,Special senses,Bitter taste is felt at the following part of the tongue:,Tip,Back,mid dorsal,Sides,,2,
4580,Special senses,Not a true statement regarding taste modalities:,Mid dorsum of tongue is insensitive to all tastes,Individual taste bud can respond exclusively to one primary taste modality only,In humans there are no taste receptror tors which respond to distilled water,Taste buds selectively sensitive to four qualities of taste show the same histological structure,,2,
4581,Special senses,Which of the following do not depoct clear relationship between chemical compositions of a substance and basic taste sensation:,Sour is due to H+,Salt is produced by Na+,Bitter is due to cations,Sweet is due to saccharin,,4,
4582,Special senses,Nor a true match of taste with the substance:,Sour: Hydrochloric acid,Salt: Sodium chloride,Bitter: Nicotine,Sweet: Strychinine,,4,
4583,Special senses,Sour sensibility not a characteritic feature is:,Degree of sourness is proportional to degree of dissociation of H+,Sour agents depolarization receptor cells by rising intracellular (H+),All acid are not sour,Sour agents hyperpolarize receptor membrane,,4,
4584,Special senses,The type of taste most sensitive to minute concentration of the substance to the tasted is:,Sour taste,Salty taste,Sweet taste,Bitter taste,,4,
4585,Special senses,Which of the following tasts help protect against the ingestion of certain poisons?,Sweet taste buds,Bitter taste buds,Sour taste buds,Salt taste buds,,2,
4586,Special senses,Bitter taste is mediated by aciton of:,Guanyl cyclase,G protein,T yrosine kinase,Epithelial Na+ chain,,2,
4587,Special senses,Percentage change in the concentration of a substance necessary before an intensity difference in taste can be detected:,10%,20%,30%,40%,,3,
4588,Special senses,False statement concerning tasts sensations:,Women  are more sensitive to sweet  and salr and less sensitive to sour,Taste sensitivity decreases in older people,"In women, it is most acute at the time of ovulation",Optimal sensitivity occures between temperature range 30-40å¡C,,3,
4589,Special senses,"Familial dysautonomia, not a feature:",An acquired widespread sensory disorder,Ageusia,Postural hypotension,Absence of lacrimation,,1,
4590,Special senses,"Selective  taste blindness, false statement is:",An inherited condiiton,Highly selective restricted only to one bitter agent i.e. phenylthiourea,Due to a particular receptor protein is not synthesized,Restricted to sweet agents only,,4,
4591,Special senses,"Among the four basic taste modalities , which one is the most generally acceptable?",Slat,Sweet,Sour,Bitter,,2,
4592,Special senses,"Miraculin, a taste modifying protein when applied to the tongue, it makes acids taste:",Sour,Bitter,Salty,Sweet,,4,
4593,Special senses,Not a correct match:,Ageusia: besence of the sense of taste,Hypogeusia: diminished taste sensitivity,Dysgeusia: disturbed sense of taste,Dysautonomia: because sense of taste threshold,,4,
4594,Special senses,Umami taste is due to:,Glutamic acid,Na+,H+,K+,,1,
4595,Special senses,Not a feature of external ear:,Pinna helps to collect the sound waves and to localized the source of sound,External auditory meatus (EAM) is 2.5 cm long and runs forward and medially,EAM is lined with skin which secrete wax from sebaceous gland,EAM helps transporting the sound wave to middle ear and protects tympanic membrane from injuries,,3,
4596,Special senses,A structure nor present in the middle ear:,Tymanic membrane,"Three ear ossicles: malleus, incus and stapes",Eustachian tube,Membranous labyringth,,4,
4597,Special senses,the arrangement of three bony (ear) ossicles across the cavity from tympanic membrane to oral window is:,"Stapes, incus, malleus","Incus, malleus, stapes","Malleus, stapes, incus","Malleus, incus, stapes",,4,
4598,Special senses,False about auditory ossicles:,Handle of malleus is attached to the inner side of typmanic membrane,Long process of incus articulate with the head of stapes,Size of ear ossicle  gradually decreases from malleus to stapes,Foor plate of stapes cover round window,,4,
4599,Special senses,Foot plate of stapes covers:,Round window,Oval window,Both (a) and (b),Eustachian tube opening,,2,
4600,Special senses,The ear ossicles function to:,Increase the tesion of tympanic membrane,Pull the foot plate of stapes out from oval window,Magnify intensity of sound by 1.2  to 1.3 times,Helps maintain perssure within middle ear,,3,
4601,Special senses,"The pharyngo tympanic tube (or eustachain) tube, false statement is:",4-5 cm in length,Severe to equalize the pressure on two sides of tympanic membrane,"Normally Iit is closed but can opened by swallowing, chewing or yawning",Connects external ear with pharynx,,4,
4602,Special senses,Tensor tympani and stapedius muscles are attached to‰Û_.and‰Û_..respectively:,Neck of mallues and neck of stapes,Neck of stapes and neck of malleus,Handle of  malleus  and foot plate of stapes,Foor plate of stapes and handle of malleus,,1,
4603,Special senses,Contraction of stapedius muscle causes all of the following except:,protects internal ear by loud sound,Pulls the foor plate of stepes out from the oval window,prevents magnification of intensity of sound by the middle ear,Tensening to tympanic membrane,,4,
4604,Special senses,The bony labyrinth:,Contains perilymph,Contains endolymph,A ssries of channels in the temporal bone,Encloses organ of corti,,3,
4605,Special senses,The membranous labyrinth comprises of all excpet:,One vestibule,One cochlea,3 semicircular canals,Cochlea only,,4,
4606,Special senses,"The cochlea, not true is:",35 mm lung colied tube which makes 2 1/2 turrns,Lumen is divided throughout the length by 2 membrane into 3 compartments,Iti is a receptors of hearing,It has a broad base with a narrow apex,,3,
4607,Special senses,False statement regarding three compartments (or scalae) in the cochlea:,"Scala vestivuli, a space below the Reissner's membrane",Scala tympanic is filled with penilymph,Scala media is a closed space and is filled with endolymh,Scala tympanic and scala restibuli communicate at the apex by a small opening helicotrena,,1,
4608,Special senses,Site where endolymph is seen:,Scala venstibuli,Scala media,Helicotrena,Scala tympani,,2,
4609,Special senses,Site where perilymph is seen:,Scala venstibuli,Scala tympani,Tunnel of corti,Scala media,,4,
4610,Special senses,The organ of corti is located on the:,Basilar membrane,Reissner's membrane,Tectorial membrane,Reticular lamina,,1,
4611,Special senses,False statement for hair cells in organ of corti is:,There are 3-4 rows of inner hair cells and a single row of water hair cells,Its bases are bathed in perilymph,Strereocilia that project our from its upper surface are bathed in endolymph,Inner hair cells are more dessely innervated as compared to out cells,,1,
4612,Special senses,Functions of hair cells in organ of conti are all except:,Inner hiar cells are reponsble for fine auditory discrimination,Outer hair cells are responsible for detecting presence of sound,Outer hair cells improve hearung by influencing the vibration patern of basilar membrane,Inner hair cells are generate generator potential,,4,
4613,Special senses,"What is expected to occur, when the damage to the outer hair cells is greater than the damage to the inner hair cells in the ear?",Affected hair cells fail to shorten when exposed to sound,There is severe hearing loss,K+ concentration in endolynph is decreased,K+ concentration in perilymph is decreased,,1,
4614,Special senses,Supporting cells of organ of corti are all excpet:,Phalangeal cells,Deiter's cells,Hensen's cells,Hair cells,,4,
4615,Special senses,Approximate number of hair cells in each cochlea are:,"3,500","20,000","3,500 and 20,000 inner and outer har cells  respectively",Unaccountable,,1,
4616,Special senses,One of the following is seen in auditory pathway:,Trapezoid  body,Lateral geniculate body,Genu of internal capsule,Lateral temniscus,,1,
4617,Special senses,Which of the following statement is incorrect about impulses in right auditory nerve?,Are initiated by distortion of hair cells in organ of corti,Are carried to the cochlear nuclei of medulla,Result in stimulation of 4th ordre neurons in thalamus,Finanlly result in stimulation of auditory are in temporal cortex,,3,
